2023-01-23 00:21:28.514 [ DEBUG | com.servlet.ejournal.pools.PageAccessPool | PageAccessPool ] - Access commands initialized successful
2023-01-23 05:15:40.820 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.820 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.820 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.820 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.820 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.820 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.820 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.821 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.821 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.821 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.821 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.821 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.821 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.822 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.822 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.822 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.822 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.822 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.822 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.822 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.823 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.823 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.823 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.823 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.823 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.823 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.823 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.824 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.824 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.824 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.824 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.824 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.825 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.825 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.825 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.825 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.826 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.826 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.826 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.829 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.830 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.830 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.830 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.831 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.831 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.833 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.833 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.833 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.833 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.834 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.834 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.834 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.835 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.835 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.836 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.836 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.836 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.836 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.836 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.836 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.836 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.836 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.837 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.837 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.837 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.837 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.837 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.837 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.837 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.837 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.837 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.838 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.838 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.838 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.838 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.838 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.838 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.838 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.839 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.839 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.839 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.839 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.839 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.840 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.840 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.840 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.840 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.840 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.840 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.840 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.840 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.840 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.841 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.841 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.841 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.841 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.841 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.841 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.841 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.841 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.841 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.842 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.842 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.842 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.842 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.842 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.842 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.843 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.843 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.843 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.843 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.844 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.847 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.848 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.848 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.848 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.849 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.849 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.849 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.850 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.850 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.850 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.850 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.850 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.850 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.850 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.850 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.851 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.851 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.851 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.851 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.851 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.851 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.851 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.851 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.852 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.852 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.852 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.852 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.852 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.852 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.853 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.853 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.853 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.853 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.853 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.854 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.854 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.854 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.854 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.854 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.855 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.855 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:15:40.855 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:16:39.901 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 05:16:39.924 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 05:16:39.927 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 05:16:39.927 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 05:16:39.956 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 18 and 
2023-01-23 05:16:39.964 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:39.971 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 05:16:39.973 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:39.975 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 20 and 
2023-01-23 05:16:39.977 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:39.979 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 05:16:39.981 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:39.985 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 05:16:39.987 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:39.990 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:43.240 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:16:43.240 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 05:16:43.240 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 05:16:43.242 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 05:16:43.242 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 05:16:43.247 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 18 and 
2023-01-23 05:16:43.249 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:43.250 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 05:16:43.254 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:43.255 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 20 and 
2023-01-23 05:16:43.257 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:43.258 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 05:16:43.260 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:43.261 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 05:16:43.263 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:43.264 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:44.735 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:16:44.735 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 05:16:44.736 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 05:16:44.738 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 05:16:44.738 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 05:16:44.743 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 18 and 
2023-01-23 05:16:44.744 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:44.746 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 05:16:44.747 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:44.748 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 20 and 
2023-01-23 05:16:44.750 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:44.751 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 05:16:44.755 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:44.757 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 05:16:44.758 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:44.760 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 05:16:45.826 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command change-locale acquired successful
2023-01-23 05:16:45.826 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 05:16:45.826 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 05:16:45.827 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 05:16:45.827 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 05:16:45.831 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 18 and 
2023-01-23 05:16:45.833 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
